address,exhibit_url,registration_number,country_name,state,foreign_principal,date,registration_date,url,registration
"2210 Massachusetts Avenue, NW",http://www.fara.gov/docs/6076-Exhibit-AB-20111110-1.pdf,6076,SUDAN,DC,Embassy of the Republic of the Sudan,11/10/2011,11/10/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6076,Exhibit%20AB,SUDAN",Law Office of Bart S. Fisher
"2100 Massachusetts Avenue, NW",http://www.fara.gov/docs/6076-Exhibit-AB-20111110-1.pdf,6312,SUDAN,DC,Republic of Sudan,08/10/2015,08/10/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6312,Exhibit%20AB,SUDAN","Omni Advisors, LLC"
Republic of Sudan,http://www.fara.gov/docs/6393-Exhibit-AB-20161121-1.pdf,6393,SUDAN,,Republic of the Sudan,11/21/2016,11/21/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6393,Exhibit%20AB,SUDAN",White & Case LLP
4201 Wisconsin Avenue,http://www.fara.gov/docs/6280-Exhibit-AB-20150316-1.pdf,6280,SWEDEN,DC,Taipei Economic and Cultural Representative Office,03/16/2015,03/16/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6280,Exhibit%20AB,TAIWAN","Daschle Group, LLC"
Regeringsgatan 30-32 P.O. Box 3069 SE-103 61,,2244,SWEDEN,,Fjarde AP-fonden (AP4) Swedish National Pension Fund,05/16/2016,02/18/1971,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2244,Exhibit%20AB,SWEDEN",Hogan Lovells US LLP
"2900 Catheral Avenue, NW",http://www.fara.gov/docs/6291-Exhibit-AB-20161206-12.pdf,6291,SWITZERLAND,DC,"Government of Switzerland, Embassy",12/06/2016,04/28/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6291,Exhibit%20AB,SWITZERLAND","APCO Worldwide, Inc."
Stockholm  ,http://www.fara.gov/docs/6280-Exhibit-AB-20150316-1.pdf,4885,SWEDEN,,"Sveriges Rese-och Turistrad, A.B.",07/31/1996,01/26/1994,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4885,Exhibit%20AB,SWEDEN",VisitSweden
"1101 Pennsylvania Avenue, NW",http://www.fara.gov/docs/5860-Exhibit-AB-20130408-12.pdf,5860,SYRIA,DC,US Office of the National Coalition of Syrian Revolution and Opposition Forces,04/08/2013,04/03/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5860,Exhibit%20AB,SYRIA","Independent Diplomat, Inc."
Fifth Compound,http://www.fara.gov/docs/6340-Exhibit-AB-20160315-1.pdf,6164,SYRIA,,National Coalition of Syrian Revolution and Opposition Forces,04/08/2013,04/08/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6164,Exhibit%20AB,SYRIA",U.S. Office of the National Coalition of Syrian Revolution and Opposition Forces
"No. 100-1, Yuanlinkeng Road, Guishan Township, Taoyuan County",http://www.fara.gov/docs/6340-Exhibit-AB-20160315-1.pdf,6340,TAIWAN,,Taiwanese Civil Government,03/15/2016,03/15/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6340,Exhibit%20AB,TAIWAN",Global Vision Communications
Taipei  ,http://www.fara.gov/docs/6340-Exhibit-AB-20160315-1.pdf,2985,TAIWAN,,Taiwan External Trade Development Council,12/06/1978,12/06/1978,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2985,Exhibit%20AB,TAIWAN","Far East Trade Services, Inc."
Washington  ,http://www.fara.gov/docs/3690-Exhibit-AB-19850601-D0XSD601.pdf,3690,TAIWAN,DC,Taipei Economic & Cultural Representative Office in the U.S.,08/28/1995,06/13/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3690,Exhibit%20AB,TAIWAN","International Trade & Development Agency, Inc."
Zurich  ,http://www.fara.gov/docs/55-Exhibit-AB-19420701-CXMAYE01.pdf,55,SWITZERLAND,,Swiss National Tourist Office,03/27/1973,03/01/1943,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:55,Exhibit%20AB,SWITZERLAND",Switzerland Tourism
"4201 Wisconsin Avenue, NW",http://www.fara.gov/docs/3690-Exhibit-AB-19850601-D0XSD601.pdf,6086,TAIWAN,DC,Taipei Economic and Cultural Representative Office (TECRO),01/12/2012,01/12/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6086,Exhibit%20AB,TAIWAN","Western Hemisphere Strategies, LLC"
116 Frederick Street,http://www.fara.gov/docs/3988-Exhibit-AB-19870601-D1HBVH04.pdf,6388,TAIWAN,,Government of the Republic of Trinidad and Tobago,10/28/2016,10/28/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6388,Exhibit%20AB,TRINIDAD%20%26%20TOBAGO","theGroup DC, LLC"
30 Peiping E. Road 10th Floor,http://www.fara.gov/docs/3652-Exhibit-AB-20121116-1.pdf,6187,TAIWAN,,Democratic Progressive Party,09/06/2013,09/06/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6187,Exhibit%20AB,TAIWAN",Taiwan Democratic Progressive Party Mission in the U.S.
  ,http://www.fara.gov/docs/3652-Exhibit-AB-20121116-1.pdf,3652,TAIWAN,,Taiwan External Trade Development Council (TAITRA),02/28/1985,02/28/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3652,Exhibit%20AB,TAIWAN",Taiwan Trade Center New York Inc.
"4201 Washington Avenue, NW",http://www.fara.gov/docs/3652-Exhibit-AB-20121116-1.pdf,6089,TAIWAN,DC,Taipei Economic and Cultural Representative Office in the US (TECRO),01/10/2013,02/15/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6089,Exhibit%20AB,TAIWAN","Nickles Group, LLC"
Washington  ,http://www.fara.gov/docs/3988-Exhibit-AB-19870601-D1HBVH04.pdf,3988,TAIWAN,DC,"Board of Foreign Trade, ROC",06/23/1987,05/28/1987,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3988,Exhibit%20AB,TAIWAN","Crowell & Moring International, Ltd."
Bangkok  ,http://www.fara.gov/docs/2178-Exhibit-AB-19691201-DBODEL01.pdf,2178,THAILAND,,Tourism Authority of Thailand,12/19/1969,12/19/1969,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2178,Exhibit%20AB,THAILAND","Tourism Authority of Thailand, Los Angeles"
"4201 Wisconsin Avenue, N.W.  20016  ",,5549,TAIWAN,DC,Taipei Economic and Cultural Representative Office in the United States,04/01/2003,04/01/2003,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5549,Exhibit%20AB,TAIWAN","Alston & Bird, LLP"
"Maritime Boundary Office 1st Floor, West Wing Building, Government Palace",,3712,TIMOR-LESTE (EAST TIMOR),,Government of the Democratic Republic of Timor-Leste,06/26/2016,08/05/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3712,Exhibit%20AB,TIMOR-LESTE%20(EAST%20TIMOR)",DLA Piper US LLP
Office of Commerical Affairs Royal Thai Embassy,,6180,THAILAND,DC,"Royal Thai Embassy, Office of Commerical Affairs",08/12/2013,08/12/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6180,Exhibit%20AB,THAILAND","Sandler Trade, LLC"
Dharamsala  ,,1699,TIBET,,Dalai Lama,03/12/1964,03/14/1964,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1699,Exhibit%20AB,TIBET",Office of Tibet
  ,http://www.fara.gov/docs/2178-Exhibit-AB-19691201-DBODEL01.pdf,5430,THAILAND,,Thaksin Shinawatra,06/30/2011,05/10/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5430,Exhibit%20AB,THAILAND","BGR Government Affairs, LLC"
  ,,5712,TIMOR-LESTE (EAST TIMOR),,Government of the Democratic Republic of Timor-Leste,04/30/2016,10/03/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5712,Exhibit%20AB,TIMOR-LESTE%20(EAST%20TIMOR)","Greenberg Traurig, LLP"
"4201 Wisconsin Avenue, NW",http://www.fara.gov/docs/3988-Exhibit-AB-19870601-D1HBVH04.pdf,5874,TAIWAN,DC,Taipei Economic and Cultural Representative Office in the United States,01/11/2013,07/21/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5874,Exhibit%20AB,TAIWAN","Gephardt Group Government Affairs, LLC"
"Palais presidentiel, Avenue de la Marina, Lome  ",http://www.fara.gov/docs/6262-Exhibit-AB-20141111-2.pdf,6262,TOGO,,Republic of Togo,11/11/2014,11/11/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6262,Exhibit%20AB,TOGO","CD Global Strategies Group, LLC"
Bangkok  ,http://www.fara.gov/docs/3712-Exhibit-AB-19850801-D12M5X01.pdf,1897,THAILAND,,Tourism Authority of Thailand,06/01/1965,06/01/1965,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1897,Exhibit%20AB,THAILAND","Tourism Authority of Thailand, New York"
Alemdag Caddesi Yildiran Sokak No. 1/3 D: 3-4,http://www.fara.gov/docs/6227-Exhibit-AB-20140918-5.pdf,6368,TUNISIA,,Knowledge Economy Association of Turkey,08/11/2016,08/11/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6368,Exhibit%20AB,TURKEY","Monte Advisory Group, LLC"
  ,http://www.fara.gov/docs/6328-Exhibit-AB-20151119-1.pdf,6136,TURKEY,,B.D.P ( Peace Democracy Party) in Turkey,10/03/2012,09/14/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6136,Exhibit%20AB,TURKEY","Yuksel, Mehmet "
CUMHURIYET HALK PARTISI (CHP) GENEL MERKEZI,http://www.fara.gov/docs/6168-Exhibit-AB-20130506-1.pdf,6168,TURKEY,,Republican People's Party of Turkey (CHP),05/06/2013,05/06/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6168,Exhibit%20AB,TURKEY","CHP Representation to the United States, LLC"
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/6328-Exhibit-AB-20151119-1.pdf,6345,TURKEY,DC,"Embassy of the Republic of Turkey through Amsterdam & Partners, LLP",03/28/2016,03/28/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6345,Exhibit%20AB,TURKEY",MediaFix Associates
  ,http://www.fara.gov/docs/6143-Exhibit-AB-20121113-2.pdf,6143,TURKEY,,Mouhammad Zaher Badaraany,11/13/2012,11/13/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6143,Exhibit%20AB,TURKEY",Syrian Future Movement
"Inonu Bulvari, Kirazlidere Mevkii, Suleyman Emin Caddesi No: 6-7",http://www.fara.gov/docs/6395-Exhibit-AB-20161130-1.pdf,6395,TURKEY,,Undersecretariat for Defense Industry (SSM) Turkish Ministry of National Defense,11/30/2016,11/30/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6395,Exhibit%20AB,TURKEY","Baytan, Ihsan"
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/6170-Exhibit-AB-20160316-16.pdf,6170,TURKEY,DC,"Embassy of Republic of Turkey through Amsterdam & Partners, LLP",03/16/2016,05/14/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6170,Exhibit%20AB,TURKEY","Mercury Public Affairs, LLC/dba Mercury/Clark & Weinstock"
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/6227-Exhibit-AB-20140918-5.pdf,6210,TURKEY,DC,"Government of the Republic of Turkey, Embassy",03/03/2014,03/03/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6210,Exhibit%20AB,TURKEY","LB International Solutions, LLC"
  ,http://www.fara.gov/docs/6328-Exhibit-AB-20151119-1.pdf,6328,TURKEY,,Republic of Turkey through Greenberg Traurig LLP,01/12/2017,11/19/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6328,Exhibit%20AB,TURKEY","Capitol Counsel, LLC"
  ,http://www.fara.gov/docs/6227-Exhibit-AB-20140918-5.pdf,6227,TUNISIA,,Ennahdha,09/18/2014,06/18/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6227,Exhibit%20AB,TUNISIA","Burson-Marsteller, LLC (Washington, DC)"
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/6280-Exhibit-AB-20170118-7.pdf,6280,TURKEY,DC,Republic of Turkey through Greenberg Traurig,01/18/2017,03/16/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6280,Exhibit%20AB,TURKEY","Daschle Group, LLC"
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/6355-Exhibit-AB-20160606-1.pdf,6355,TURKEY,DC,"Republic of Turkey through Amsterdam & Partners, LLP",06/06/2016,06/06/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6355,Exhibit%20AB,TURKEY","Madison Group, LLC"
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/6346-Exhibit-AB-20160509-2.pdf,6346,TURKEY,DC,"Amsterdam & Partners, LLP on behalf of the Embassy of the Republic of Turkey",03/29/2016,03/29/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6346,Exhibit%20AB,TURKEY",Kindel Gagan
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/5712-Exhibit-AB-20140812-19.pdf,5712,TURKEY,DC,Republic of Turkey through Gephardt Group,08/12/2014,10/03/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5712,Exhibit%20AB,TURKEY","Greenberg Traurig, LLP"
Ministry of Foreign Affairs,,6305,UGANDA,,Republic of Uganda,07/20/2015,07/20/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6305,Exhibit%20AB,UGANDA","Scribe Strategies & Advisors, Inc."
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/6325-Exhibit-AB-20151026-1.pdf,6325,TURKEY,DC,"Republic of Turkey, Embassy",10/26/2015,10/26/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6325,Exhibit%20AB,TURKEY","Amsterdam & Partners, LLP"
  ,http://www.fara.gov/docs/6201-Exhibit-AB-20131205-1.pdf,6201,UKRAINE,,GloBee International Agency for Regional Development,05/25/2016,12/05/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6201,Exhibit%20AB,UKRAINE","Franklin, Stephen (Shai)"
"Baris, Manco Cad.",http://www.fara.gov/docs/6325-Exhibit-AB-20151026-1.pdf,6119,TURKEY,,Peace and Democracy Party (BDP) in Turkey,08/06/2012,08/06/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6119,Exhibit%20AB,TURKEY","Onal, Sinan"
Suite 1 54 Lisburn Road,http://www.fara.gov/docs/6325-Exhibit-AB-20151026-1.pdf,6318,UKRAINE,,Aveiro LP,03/31/2016,09/03/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6318,Exhibit%20AB,UKRAINE","MKW Group, LLC"
"5 Geroev Nebesnoy Sontni Square, Suite 23",http://www.fara.gov/docs/6170-Exhibit-AB-20161213-20.pdf,6170,UKRAINE,,International Agency for Regional Development (Globee),12/13/2016,05/14/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6170,Exhibit%20AB,UKRAINE","Mercury Public Affairs, LLC/dba Mercury/Clark & Weinstock"
"2525 Massachusetts Avenue, NW",http://www.fara.gov/docs/6170-Exhibit-AB-20161213-20.pdf,6349,TURKEY,DC,"Embassy of Republic of Turkey through Amsterdam & Partners, LLP",04/21/2016,04/21/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6349,Exhibit%20AB,TURKEY","Arnold, Jim"
"11 Bankova Str. 01220, Kyiv  ",http://www.fara.gov/docs/5430-Exhibit-AB-20031124-16.pdf,5430,UKRAINE,,Government of Ukraine,01/01/2017,05/10/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5430,Exhibit%20AB,UKRAINE","BGR Government Affairs, LLC"
"Suite 1, 54 Lisburn Road",http://www.fara.gov/docs/6108-Exhibit-AB-20120611-1.pdf,6108,UKRAINE,,Aveiro LP,03/30/2016,06/11/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6108,Exhibit%20AB,UKRAINE","Wiley Rein, LLP"
  ,http://www.fara.gov/docs/5478-Exhibit-AB-20070122-1.pdf,5478,TURKEY,,Embassy of the United Arab Emirates,04/30/2010,03/04/2002,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5478,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Harbour Group, LLC"
Parus Business Center,http://www.fara.gov/docs/6394-Exhibit-AB-20161123-1.pdf,6071,UKRAINE,,Victor Pinchuk,10/19/2011,10/19/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6071,Exhibit%20AB,UKRAINE","Schoen, Doug"
"c/o Mr. Robert Shelter Jones, Deputy Chairman, Group DF,",http://www.fara.gov/docs/6394-Exhibit-AB-20161123-1.pdf,6394,UKRAINE,,"Firtash, Dmytro",11/23/2016,11/23/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6394,Exhibit%20AB,UKRAINE","Davis Goldberg & Galper, PLLC"
"Al Mamoura Building A, Al Muroor Street P.O. Box 44442",http://www.fara.gov/docs/6351-Exhibit-AB-20160509-1.pdf,6351,UNITED ARAB EMIRATES,,Outlook Energy Investments LLC wholly owned by the Emirate of Abu Dhabi,05/09/2016,05/09/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6351,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Investment Diplomacy Group, LLC"
"3522 International Court, NW",http://www.fara.gov/docs/6108-Exhibit-AB-20120611-1.pdf,3712,UNITED ARAB EMIRATES,DC,Embassy of the United Arab Emirates,12/15/2008,08/05/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3712,Exhibit%20AB,UNITED%20ARAB%20EMIRATES",DLA Piper US LLP
P.O. Box 5130,http://www.fara.gov/docs/6144-Exhibit-AB-20121210-1.pdf,6162,UNITED ARAB EMIRATES,,Emirate of Ras Al Khaimah,04/08/2013,04/08/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6162,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Karv Communications, Inc."
3522 International Court,http://www.fara.gov/docs/6252-Exhibit-AB-20140924-1.pdf,6252,UNITED ARAB EMIRATES,DC,"Embassy of the United Arab Emirates, through the Harbour Group",09/24/2014,09/24/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6252,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Kemp Goldberg Partners, LLC"
  ,http://www.fara.gov/docs/6144-Exhibit-AB-20121210-1.pdf,3301,UNITED ARAB EMIRATES,,Princess Haya Bint AI Hussein,01/25/2012,11/10/1981,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3301,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Hill and Knowlton Strategies, LLC"
P.O. Box 44442,http://www.fara.gov/docs/6144-Exhibit-AB-20121210-1.pdf,6144,UNITED ARAB EMIRATES,,"Outlook Energy Investments, LLC (wholly owned by the Emirate of Abu Dhabi)",12/10/2012,12/10/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6144,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Camstoll Group, LLC"
"3522 International Court, NW",http://www.fara.gov/docs/6380-Exhibit-AB-20160923-1.pdf,6380,UNITED ARAB EMIRATES,DC,Embassy of United Arab Emirates through Harbour Group,09/23/2016,09/23/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6380,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Greenwich Media Strategies, LLC"
Crown Buildings Cathays Park,http://www.fara.gov/docs/3911-Exhibit-AB-20160909-25.pdf,3911,UNITED KINGDOM,,Visit Wales,09/09/2016,12/01/1986,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3911,Exhibit%20AB,UNITED%20KINGDOM","CMGRP, Inc."
"1233 20th Street, NW",,5926,UNITED ARAB EMIRATES,DC,Embassy of the Socialist Republic of Vietnam,12/12/2013,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,VIETNAM","Podesta Group, Inc."
"211 Comiche Road, PO Box 3600",http://www.fara.gov/docs/5666-Exhibit-AB-20070322-7.pdf,5666,UNITED ARAB EMIRATES,,Abu Dhabi Investment Authority,01/07/2011,01/31/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5666,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Glover Park Group, LLC"
P.O. Box 94000,http://www.fara.gov/docs/3492-Exhibit-AB-20070910-4.pdf,6134,UNITED ARAB EMIRATES,,Abu Dhabi Tourism and Culture Authority,09/14/2012,09/14/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6134,Exhibit%20AB,UNITED%20ARAB%20EMIRATES",Abu Dhabi Tourism and Culture Authority - New York Branch
"211 Corniche, PO Box 3600",http://www.fara.gov/docs/6252-Exhibit-AB-20140924-1.pdf,5947,UNITED ARAB EMIRATES,,Abu Dhabi Investment Authority,07/31/2009,07/31/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5947,Exhibit%20AB,UNITED%20ARAB%20EMIRATES","Brunswick Group, LLC"
Port Vila  ,http://www.fara.gov/docs/6134-Exhibit-AB-20120914-1.pdf,4860,VANUATU,,Republic of Vanuatu,10/12/1993,10/12/1993,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4860,Exhibit%20AB,VANUATU",Office of the Deputy Commissioner of Maritime Affairs
